,Name,Authors,ISBN,ID,genres,pagesNumber,averageRating,userRating
17926,To Sail Beyond the Sunset,Robert A. Heinlein,0441748600,1158,Science Fiction Fiction Science Fiction Fantasy Fantasy Science Fiction Time Travel Speculative Fiction Audiobook Classics Adventure Science Fiction Alternate History,434.0,3.87,5
17925,To Sail Beyond the Sunset,Robert A. Heinlein,0441748600,4152,Science Fiction Fiction Science Fiction Fantasy Fantasy Science Fiction Time Travel Speculative Fiction Audiobook Classics Adventure Science Fiction Alternate History,434.0,3.87,5
9460,Starship Troopers,Robert A. Heinlein,0441783589,1158,Science Fiction Fiction Classics War Military Fiction War Science Fiction Fantasy Space Space Opera Fantasy Space Audiobook,335.0,4.01,4
9457,Starship Troopers,Robert A. Heinlein,0441783589,895,Science Fiction Fiction Classics War Military Fiction War Science Fiction Fantasy Space Space Opera Fantasy Space Audiobook,335.0,4.01,4
9456,Starship Troopers,Robert A. Heinlein,0441783589,529,Science Fiction Fiction Classics War Military Fiction War Science Fiction Fantasy Space Space Opera Fantasy Space Audiobook,335.0,4.01,4
9459,Starship Troopers,Robert A. Heinlein,0441783589,4152,Science Fiction Fiction Classics War Military Fiction War Science Fiction Fantasy Space Space Opera Fantasy Space Audiobook,335.0,4.01,5
9458,Starship Troopers,Robert A. Heinlein,0441783589,2670,Science Fiction Fiction Classics War Military Fiction War Science Fiction Fantasy Space Space Opera Fantasy Space Audiobook,335.0,4.01,5
9472,Steel Beach (Eight Worlds #2),John Varley,0441785654,2926,Science Fiction Fiction Speculative Fiction Science Fiction Fantasy Science Fiction Cyberpunk Science Fiction Dystopia Space Space Opera Anthologies Collections Novels Science Fiction Robots,566.0,3.98,5
18699,"Wizard (Gaea, #2)",John Varley,0441900674,2926,Science Fiction Fiction Fantasy Science Fiction Fantasy Science Fiction Aliens Speculative Fiction LGBT Audiobook Space Space Opera Science Fiction Hard Science Fiction,384.0,4.05,4
18486,"Vane Pursuit (Peter Shandy, #7)",Charlotte MacLeod,0445407808,3625,Mystery Fiction Mystery Cozy Mystery Humor,208.0,3.94,5
6671,"Naked Once More (Jacqueline Kirby, #4)",Elizabeth Peters,0446360325,3286,Mystery Fiction Audiobook Mystery Cozy Mystery Thriller Mystery Thriller Romance Romantic Suspense Romance Adult Mystery Murder Mystery Writing Books About Books,360.0,3.87,4
6670,"Naked Once More (Jacqueline Kirby, #4)",Elizabeth Peters,0446360325,3064,Mystery Fiction Audiobook Mystery Cozy Mystery Thriller Mystery Thriller Romance Romantic Suspense Romance Adult Mystery Murder Mystery Writing Books About Books,360.0,3.87,4
14988,"The Last Camel Died at Noon (Amelia Peabody, #6)",Elizabeth Peters,0446363383,3216,Mystery Historical Historical Fiction Fiction Historical Northern Africa Egypt Mystery Historical Mystery Audiobook Adventure Thriller Mystery Thriller Humor,430.0,4.21,4
14991,"The Last Camel Died at Noon (Amelia Peabody, #6)",Elizabeth Peters,0446363383,5527,Mystery Historical Historical Fiction Fiction Historical Northern Africa Egypt Mystery Historical Mystery Audiobook Adventure Thriller Mystery Thriller Humor,430.0,4.21,5
14987,"The Last Camel Died at Noon (Amelia Peabody, #6)",Elizabeth Peters,0446363383,3286,Mystery Historical Historical Fiction Fiction Historical Northern Africa Egypt Mystery Historical Mystery Audiobook Adventure Thriller Mystery Thriller Humor,430.0,4.21,4
14993,"The Last Camel Died at Noon (Amelia Peabody, #6)",Elizabeth Peters,0446363383,3142,Mystery Historical Historical Fiction Fiction Historical Northern Africa Egypt Mystery Historical Mystery Audiobook Adventure Thriller Mystery Thriller Humor,430.0,4.21,5
14994,"The Last Camel Died at Noon (Amelia Peabody, #6)",Elizabeth Peters,0446363383,2296,Mystery Historical Historical Fiction Fiction Historical Northern Africa Egypt Mystery Historical Mystery Audiobook Adventure Thriller Mystery Thriller Humor,430.0,4.21,4
14990,"The Last Camel Died at Noon (Amelia Peabody, #6)",Elizabeth Peters,0446363383,4806,Mystery Historical Historical Fiction Fiction Historical Northern Africa Egypt Mystery Historical Mystery Audiobook Adventure Thriller Mystery Thriller Humor,430.0,4.21,4
14989,"The Last Camel Died at Noon (Amelia Peabody, #6)",Elizabeth Peters,0446363383,4852,Mystery Historical Historical Fiction Fiction Historical Northern Africa Egypt Mystery Historical Mystery Audiobook Adventure Thriller Mystery Thriller Humor,430.0,4.21,3
14992,"The Last Camel Died at Noon (Amelia Peabody, #6)",Elizabeth Peters,0446363383,3064,Mystery Historical Historical Fiction Fiction Historical Northern Africa Egypt Mystery Historical Mystery Audiobook Adventure Thriller Mystery Thriller Humor,430.0,4.21,5
1765,"Along Came a Spider (Alex Cross, #1)",James Patterson,0446364193,4686,Mystery Fiction Thriller Mystery Crime Suspense Thriller Mystery Thriller Mystery Detective Adult Mystery Murder Mystery Audiobook,502.0,4.1,4
1766,"Along Came a Spider (Alex Cross, #1)",James Patterson,0446364193,5640,Mystery Fiction Thriller Mystery Crime Suspense Thriller Mystery Thriller Mystery Detective Adult Mystery Murder Mystery Audiobook,502.0,4.1,5
1768,"Along Came a Spider (Alex Cross, #1)",James Patterson,0446364193,4561,Mystery Fiction Thriller Mystery Crime Suspense Thriller Mystery Thriller Mystery Detective Adult Mystery Murder Mystery Audiobook,502.0,4.1,5
1772,"Along Came a Spider (Alex Cross, #1)",James Patterson,0446364193,529,Mystery Fiction Thriller Mystery Crime Suspense Thriller Mystery Thriller Mystery Detective Adult Mystery Murder Mystery Audiobook,502.0,4.1,3
1771,"Along Came a Spider (Alex Cross, #1)",James Patterson,0446364193,897,Mystery Fiction Thriller Mystery Crime Suspense Thriller Mystery Thriller Mystery Detective Adult Mystery Murder Mystery Audiobook,502.0,4.1,4
1769,"Along Came a Spider (Alex Cross, #1)",James Patterson,0446364193,284,Mystery Fiction Thriller Mystery Crime Suspense Thriller Mystery Thriller Mystery Detective Adult Mystery Murder Mystery Audiobook,502.0,4.1,4
1770,"Along Came a Spider (Alex Cross, #1)",James Patterson,0446364193,3064,Mystery Fiction Thriller Mystery Crime Suspense Thriller Mystery Thriller Mystery Detective Adult Mystery Murder Mystery Audiobook,502.0,4.1,4
1764,"Along Came a Spider (Alex Cross, #1)",James Patterson,0446364193,166,Mystery Fiction Thriller Mystery Crime Suspense Thriller Mystery Thriller Mystery Detective Adult Mystery Murder Mystery Audiobook,502.0,4.1,2
1762,"Along Came a Spider (Alex Cross, #1)",James Patterson,0446364193,5382,Mystery Fiction Thriller Mystery Crime Suspense Thriller Mystery Thriller Mystery Detective Adult Mystery Murder Mystery Audiobook,502.0,4.1,2
1763,"Along Came a Spider (Alex Cross, #1)",James Patterson,0446364193,2029,Mystery Fiction Thriller Mystery Crime Suspense Thriller Mystery Thriller Mystery Detective Adult Mystery Murder Mystery Audiobook,502.0,4.1,5
1767,"Along Came a Spider (Alex Cross, #1)",James Patterson,0446364193,415,Mystery Fiction Thriller Mystery Crime Suspense Thriller Mystery Thriller Mystery Detective Adult Mystery Murder Mystery Audiobook,502.0,4.1,3
4931,"Hellburner (The Company Wars, #5)",C.J. Cherryh,0446364517,1391,Science Fiction Fiction Science Fiction Fantasy Space Space Opera Fantasy Speculative Fiction Science Fiction Hard Science Fiction Space Audiobook Science Fiction Dystopia,393.0,3.86,3
13160,The General's Daughter,Nelson DeMille,0446364800,166,Fiction Mystery Thriller Suspense Drama Mystery Crime Thriller Mystery Thriller War Military Fiction Novels Adult Fiction,464.0,4.09,2
16113,"The Overlook (Harry Bosch, #13; Harry Bosch Universe, #17)",Michael Connelly,0446401307,1588,Mystery Fiction Mystery Crime Thriller Mystery Detective Thriller Mystery Thriller Audiobook Suspense Adult Emergency Services Police,304.0,3.95,3
16116,"The Overlook (Harry Bosch, #13; Harry Bosch Universe, #17)",Michael Connelly,0446401307,278,Mystery Fiction Mystery Crime Thriller Mystery Detective Thriller Mystery Thriller Audiobook Suspense Adult Emergency Services Police,304.0,3.95,3
16115,"The Overlook (Harry Bosch, #13; Harry Bosch Universe, #17)",Michael Connelly,0446401307,933,Mystery Fiction Mystery Crime Thriller Mystery Detective Thriller Mystery Thriller Audiobook Suspense Adult Emergency Services Police,304.0,3.95,5
16114,"The Overlook (Harry Bosch, #13; Harry Bosch Universe, #17)",Michael Connelly,0446401307,4753,Mystery Fiction Mystery Crime Thriller Mystery Detective Thriller Mystery Thriller Audiobook Suspense Adult Emergency Services Police,304.0,3.95,4
16112,"The Overlook (Harry Bosch, #13; Harry Bosch Universe, #17)",Michael Connelly,0446401307,897,Mystery Fiction Mystery Crime Thriller Mystery Detective Thriller Mystery Thriller Audiobook Suspense Adult Emergency Services Police,304.0,3.95,4
4930,"Heavy Time (Company Wars, #4)",C.J. Cherryh,0446516163,1391,Science Fiction Fiction Science Fiction Fantasy Space Space Opera Speculative Fiction Space Fantasy Mystery Crime Audiobook Science Fiction Hard Science Fiction,330.0,3.79,3
8591,"Seeing a Large Cat (Amelia Peabody, #9)",Elizabeth Peters,0446518344,4806,Mystery Historical Historical Fiction Fiction Historical Northern Africa Egypt Mystery Historical Mystery Adventure Audiobook Humor Romance,386.0,4.22,4
8595,"Seeing a Large Cat (Amelia Peabody, #9)",Elizabeth Peters,0446518344,3142,Mystery Historical Historical Fiction Fiction Historical Northern Africa Egypt Mystery Historical Mystery Adventure Audiobook Humor Romance,386.0,4.22,5
8589,"Seeing a Large Cat (Amelia Peabody, #9)",Elizabeth Peters,0446518344,3286,Mystery Historical Historical Fiction Fiction Historical Northern Africa Egypt Mystery Historical Mystery Adventure Audiobook Humor Romance,386.0,4.22,4
8590,"Seeing a Large Cat (Amelia Peabody, #9)",Elizabeth Peters,0446518344,3216,Mystery Historical Historical Fiction Fiction Historical Northern Africa Egypt Mystery Historical Mystery Adventure Audiobook Humor Romance,386.0,4.22,4
8593,"Seeing a Large Cat (Amelia Peabody, #9)",Elizabeth Peters,0446518344,4852,Mystery Historical Historical Fiction Fiction Historical Northern Africa Egypt Mystery Historical Mystery Adventure Audiobook Humor Romance,386.0,4.22,3
8594,"Seeing a Large Cat (Amelia Peabody, #9)",Elizabeth Peters,0446518344,2296,Mystery Historical Historical Fiction Fiction Historical Northern Africa Egypt Mystery Historical Mystery Adventure Audiobook Humor Romance,386.0,4.22,5
8596,"Seeing a Large Cat (Amelia Peabody, #9)",Elizabeth Peters,0446518344,3064,Mystery Historical Historical Fiction Fiction Historical Northern Africa Egypt Mystery Historical Mystery Adventure Audiobook Humor Romance,386.0,4.22,4
8592,"Seeing a Large Cat (Amelia Peabody, #9)",Elizabeth Peters,0446518344,5527,Mystery Historical Historical Fiction Fiction Historical Northern Africa Egypt Mystery Historical Mystery Adventure Audiobook Humor Romance,386.0,4.22,4
18641,"Wild Fire (John Corey, #4)",Nelson DeMille,044657967X,4040,Fiction Thriller Mystery Suspense Thriller Mystery Thriller Mystery Crime Audiobook Action War Terrorism Mystery Detective,519.0,4.01,4
18022,"Tripoint (The Company Wars, #6)",C.J. Cherryh,0446602027,1391,Science Fiction Fiction Space Space Opera Science Fiction Fantasy Fantasy Space Speculative Fiction Audiobook Futuristic Science Fiction Dystopia,361.0,3.9,3
16396,"The Poet (Jack McEvoy, #1; Harry Bosch Universe, #5)",Michael Connelly,0446602612,5682,Mystery Fiction Mystery Crime Thriller Thriller Mystery Thriller Suspense Mystery Detective Audiobook Emergency Services Police Adult,501.0,4.2,3
16397,"The Poet (Jack McEvoy, #1; Harry Bosch Universe, #5)",Michael Connelly,0446602612,3286,Mystery Fiction Mystery Crime Thriller Thriller Mystery Thriller Suspense Mystery Detective Audiobook Emergency Services Police Adult,501.0,4.2,5
16398,"The Poet (Jack McEvoy, #1; Harry Bosch Universe, #5)",Michael Connelly,0446602612,1588,Mystery Fiction Mystery Crime Thriller Thriller Mystery Thriller Suspense Mystery Detective Audiobook Emergency Services Police Adult,501.0,4.2,4
16399,"The Poet (Jack McEvoy, #1; Harry Bosch Universe, #5)",Michael Connelly,0446602612,5382,Mystery Fiction Mystery Crime Thriller Thriller Mystery Thriller Suspense Mystery Detective Audiobook Emergency Services Police Adult,501.0,4.2,4
2257,"Blood Work (Terry McCaleb, #1; Harry Bosch Universe, #8)",Michael Connelly,0446602620,3286,Mystery Fiction Mystery Crime Thriller Thriller Mystery Thriller Mystery Detective Suspense Audiobook Adult Mystery Murder Mystery,498.0,4.13,5
2258,"Blood Work (Terry McCaleb, #1; Harry Bosch Universe, #8)",Michael Connelly,0446602620,5382,Mystery Fiction Mystery Crime Thriller Thriller Mystery Thriller Mystery Detective Suspense Audiobook Adult Mystery Murder Mystery,498.0,4.13,4
2259,"Blood Work (Terry McCaleb, #1; Harry Bosch Universe, #8)",Michael Connelly,0446602620,1588,Mystery Fiction Mystery Crime Thriller Thriller Mystery Thriller Mystery Detective Suspense Audiobook Adult Mystery Murder Mystery,498.0,4.13,4
8420,Rider at the Gate (Finisterre #1),C.J. Cherryh,0446603457,1391,Science Fiction Fantasy Fiction Science Fiction Fantasy Speculative Fiction Science Fiction Aliens Animals,496.0,3.87,4
8419,Rider at the Gate (Finisterre #1),C.J. Cherryh,0446603457,1037,Science Fiction Fantasy Fiction Science Fiction Fantasy Speculative Fiction Science Fiction Aliens Animals,496.0,3.87,3
4984,Hide & Seek,James Patterson,0446603716,415,Mystery Fiction Thriller Mystery Crime Suspense Thriller Mystery Thriller Mystery Detective Romance Mystery Murder Mystery Adventure,429.0,4.12,4
2724,Cloud's Rider (Finisterre #2),C.J. Cherryh,0446604240,1391,Science Fiction Fantasy Fiction Science Fiction Fantasy,464.0,3.92,4
6207,Mayday,Nelson DeMille,0446604763,3064,Fiction Thriller Mystery Suspense Thriller Mystery Thriller Adventure Action Aviation Audiobook Adventure Survival,480.0,4.01,3
8485,"Roses are Red (Alex Cross, #6)",James Patterson,0446605484,3064,Mystery Fiction Thriller Mystery Crime Suspense Thriller Mystery Thriller Mystery Detective Mystery Murder Mystery Adult Emergency Services Police,416.0,4.04,4
8488,"Roses are Red (Alex Cross, #6)",James Patterson,0446605484,2029,Mystery Fiction Thriller Mystery Crime Suspense Thriller Mystery Thriller Mystery Detective Mystery Murder Mystery Adult Emergency Services Police,416.0,4.04,4
8487,"Roses are Red (Alex Cross, #6)",James Patterson,0446605484,897,Mystery Fiction Thriller Mystery Crime Suspense Thriller Mystery Thriller Mystery Detective Mystery Murder Mystery Adult Emergency Services Police,416.0,4.04,4
8486,"Roses are Red (Alex Cross, #6)",James Patterson,0446605484,4686,Mystery Fiction Thriller Mystery Crime Suspense Thriller Mystery Thriller Mystery Detective Mystery Murder Mystery Adult Emergency Services Police,416.0,4.04,4
8489,"Roses are Red (Alex Cross, #6)",James Patterson,0446605484,529,Mystery Fiction Thriller Mystery Crime Suspense Thriller Mystery Thriller Mystery Detective Mystery Murder Mystery Adult Emergency Services Police,416.0,4.04,3
4202,"Finity's End (The Company Wars, #7)",C.J. Cherryh,0446605603,1391,Science Fiction Fiction Space Space Opera Science Fiction Fantasy Fantasy Anthologies Collections Audiobook Speculative Fiction Space,564.0,4.08,3
15782,The Midnight Club,James Patterson,0446606383,284,Mystery Fiction Thriller Mystery Crime Thriller Mystery Thriller Suspense Mystery Murder Mystery Mystery Detective Adult Action,368.0,3.82,4
15781,The Midnight Club,James Patterson,0446606383,415,Mystery Fiction Thriller Mystery Crime Thriller Mystery Thriller Suspense Mystery Murder Mystery Mystery Detective Adult Action,368.0,3.82,3
1862,"Angels Flight (Harry Bosch, #6; Harry Bosch Universe, #7)",Michael Connelly,0446607274,1588,Mystery Fiction Mystery Crime Thriller Mystery Detective Thriller Mystery Thriller Audiobook Suspense Adult Emergency Services Police,454.0,4.18,4
1858,"Angels Flight (Harry Bosch, #6; Harry Bosch Universe, #7)",Michael Connelly,0446607274,897,Mystery Fiction Mystery Crime Thriller Mystery Detective Thriller Mystery Thriller Audiobook Suspense Adult Emergency Services Police,454.0,4.18,3
1857,"Angels Flight (Harry Bosch, #6; Harry Bosch Universe, #7)",Michael Connelly,0446607274,278,Mystery Fiction Mystery Crime Thriller Mystery Detective Thriller Mystery Thriller Audiobook Suspense Adult Emergency Services Police,454.0,4.18,4
1856,"Angels Flight (Harry Bosch, #6; Harry Bosch Universe, #7)",Michael Connelly,0446607274,5682,Mystery Fiction Mystery Crime Thriller Mystery Detective Thriller Mystery Thriller Audiobook Suspense Adult Emergency Services Police,454.0,4.18,4
1859,"Angels Flight (Harry Bosch, #6; Harry Bosch Universe, #7)",Michael Connelly,0446607274,933,Mystery Fiction Mystery Crime Thriller Mystery Detective Thriller Mystery Thriller Audiobook Suspense Adult Emergency Services Police,454.0,4.18,5
1861,"Angels Flight (Harry Bosch, #6; Harry Bosch Universe, #7)",Michael Connelly,0446607274,5382,Mystery Fiction Mystery Crime Thriller Mystery Detective Thriller Mystery Thriller Audiobook Suspense Adult Emergency Services Police,454.0,4.18,4
1860,"Angels Flight (Harry Bosch, #6; Harry Bosch Universe, #7)",Michael Connelly,0446607274,4753,Mystery Fiction Mystery Crime Thriller Mystery Detective Thriller Mystery Thriller Audiobook Suspense Adult Emergency Services Police,454.0,4.18,4
15199,"The Lion's Game (John Corey, #2)",Nelson DeMille,0446608262,3064,Fiction Thriller Mystery Suspense Thriller Mystery Thriller Mystery Crime War Terrorism Action Audiobook Adventure,944.0,4.19,4
15198,"The Lion's Game (John Corey, #2)",Nelson DeMille,0446608262,166,Fiction Thriller Mystery Suspense Thriller Mystery Thriller Mystery Crime War Terrorism Action Audiobook Adventure,944.0,4.19,3
8094,"Pop Goes the Weasel (Alex Cross, #5)",James Patterson,0446608815,529,Mystery Fiction Thriller Mystery Crime Suspense Thriller Mystery Thriller Mystery Detective Mystery Murder Mystery Adult Emergency Services Police,461.0,4.0,3
8090,"Pop Goes the Weasel (Alex Cross, #5)",James Patterson,0446608815,2029,Mystery Fiction Thriller Mystery Crime Suspense Thriller Mystery Thriller Mystery Detective Mystery Murder Mystery Adult Emergency Services Police,461.0,4.0,4
8092,"Pop Goes the Weasel (Alex Cross, #5)",James Patterson,0446608815,5640,Mystery Fiction Thriller Mystery Crime Suspense Thriller Mystery Thriller Mystery Detective Mystery Murder Mystery Adult Emergency Services Police,461.0,4.0,5
8093,"Pop Goes the Weasel (Alex Cross, #5)",James Patterson,0446608815,284,Mystery Fiction Thriller Mystery Crime Suspense Thriller Mystery Thriller Mystery Detective Mystery Murder Mystery Adult Emergency Services Police,461.0,4.0,3
8095,"Pop Goes the Weasel (Alex Cross, #5)",James Patterson,0446608815,897,Mystery Fiction Thriller Mystery Crime Suspense Thriller Mystery Thriller Mystery Detective Mystery Murder Mystery Adult Emergency Services Police,461.0,4.0,4
8096,"Pop Goes the Weasel (Alex Cross, #5)",James Patterson,0446608815,3064,Mystery Fiction Thriller Mystery Crime Suspense Thriller Mystery Thriller Mystery Detective Mystery Murder Mystery Adult Emergency Services Police,461.0,4.0,4
8091,"Pop Goes the Weasel (Alex Cross, #5)",James Patterson,0446608815,4686,Mystery Fiction Thriller Mystery Crime Suspense Thriller Mystery Thriller Mystery Detective Mystery Murder Mystery Adult Emergency Services Police,461.0,4.0,4
2216,Black Friday,James Patterson,0446609323,529,Mystery Fiction Thriller Mystery Crime Suspense Thriller Mystery Thriller Mystery Murder Mystery Mystery Detective War Terrorism Action,480.0,3.68,2
9852,Suzanne's Diary for Nicholas,James Patterson,0446611085,529,Romance Fiction Womens Fiction Chick Lit Contemporary Adult Adult Fiction Mystery Drama Love Romance Contemporary Romance,289.0,4.17,2
9851,Suzanne's Diary for Nicholas,James Patterson,0446611085,2029,Romance Fiction Womens Fiction Chick Lit Contemporary Adult Adult Fiction Mystery Drama Love Romance Contemporary Romance,289.0,4.17,5
2644,"City Of Bones (Harry Bosch #8; Harry Bosch Universe, #10)",Michael Connelly,0446611611,933,Mystery Mystery Crime Fiction Thriller Mystery Detective Thriller Mystery Thriller Audiobook Suspense Emergency Services Police Mystery Murder Mystery,422.0,4.09,4
6124,"Lost Light (Harry Bosch, #9; Harry Bosch Universe, #11)",Michael Connelly,0446611638,5682,Mystery Fiction Mystery Crime Thriller Mystery Detective Thriller Mystery Thriller Audiobook Suspense Mystery Murder Mystery Emergency Services Police,416.0,4.19,4
6128,"Lost Light (Harry Bosch, #9; Harry Bosch Universe, #11)",Michael Connelly,0446611638,4753,Mystery Fiction Mystery Crime Thriller Mystery Detective Thriller Mystery Thriller Audiobook Suspense Mystery Murder Mystery Emergency Services Police,416.0,4.19,5
6126,"Lost Light (Harry Bosch, #9; Harry Bosch Universe, #11)",Michael Connelly,0446611638,1588,Mystery Fiction Mystery Crime Thriller Mystery Detective Thriller Mystery Thriller Audiobook Suspense Mystery Murder Mystery Emergency Services Police,416.0,4.19,3
6129,"Lost Light (Harry Bosch, #9; Harry Bosch Universe, #11)",Michael Connelly,0446611638,5382,Mystery Fiction Mystery Crime Thriller Mystery Detective Thriller Mystery Thriller Audiobook Suspense Mystery Murder Mystery Emergency Services Police,416.0,4.19,4
6127,"Lost Light (Harry Bosch, #9; Harry Bosch Universe, #11)",Michael Connelly,0446611638,933,Mystery Fiction Mystery Crime Thriller Mystery Detective Thriller Mystery Thriller Audiobook Suspense Mystery Murder Mystery Emergency Services Police,416.0,4.19,5
6125,"Lost Light (Harry Bosch, #9; Harry Bosch Universe, #11)",Michael Connelly,0446611638,278,Mystery Fiction Mystery Crime Thriller Mystery Detective Thriller Mystery Thriller Audiobook Suspense Mystery Murder Mystery Emergency Services Police,416.0,4.19,4
6123,"Lost Light (Harry Bosch, #9; Harry Bosch Universe, #11)",Michael Connelly,0446611638,897,Mystery Fiction Mystery Crime Thriller Mystery Detective Thriller Mystery Thriller Audiobook Suspense Mystery Murder Mystery Emergency Services Police,416.0,4.19,4
18461,Up Country,Nelson DeMille,0446611913,3064,Fiction Thriller Mystery Suspense Thriller Mystery Thriller War Military Fiction Historical Historical Fiction Adventure War Mystery Crime,880.0,4.02,5
6090,"London Bridges (Alex Cross, #10)",James Patterson,0446613355,166,Mystery Fiction Thriller Mystery Crime Suspense Thriller Mystery Thriller Adult Mystery Detective Audiobook Mystery Murder Mystery,403.0,3.94,1
6086,"London Bridges (Alex Cross, #10)",James Patterson,0446613355,897,Mystery Fiction Thriller Mystery Crime Suspense Thriller Mystery Thriller Adult Mystery Detective Audiobook Mystery Murder Mystery,403.0,3.94,4
6088,"London Bridges (Alex Cross, #10)",James Patterson,0446613355,529,Mystery Fiction Thriller Mystery Crime Suspense Thriller Mystery Thriller Adult Mystery Detective Audiobook Mystery Murder Mystery,403.0,3.94,3
6087,"London Bridges (Alex Cross, #10)",James Patterson,0446613355,3064,Mystery Fiction Thriller Mystery Crime Suspense Thriller Mystery Thriller Adult Mystery Detective Audiobook Mystery Murder Mystery,403.0,3.94,4
6089,"London Bridges (Alex Cross, #10)",James Patterson,0446613355,284,Mystery Fiction Thriller Mystery Crime Suspense Thriller Mystery Thriller Adult Mystery Detective Audiobook Mystery Murder Mystery,403.0,3.94,3
45,"4th of July (Women's Murder Club, #4)",James Patterson,0446613363,5640,Mystery Fiction Mystery Crime Thriller Suspense Thriller Mystery Thriller Mystery Murder Mystery Audiobook Adult Mystery Detective,416.0,4.07,5
44,"4th of July (Women's Murder Club, #4)",James Patterson,0446613363,3064,Mystery Fiction Mystery Crime Thriller Suspense Thriller Mystery Thriller Mystery Murder Mystery Audiobook Adult Mystery Detective,416.0,4.07,4
47,"4th of July (Women's Murder Club, #4)",James Patterson,0446613363,2029,Mystery Fiction Mystery Crime Thriller Suspense Thriller Mystery Thriller Mystery Murder Mystery Audiobook Adult Mystery Detective,416.0,4.07,4
46,"4th of July (Women's Murder Club, #4)",James Patterson,0446613363,4561,Mystery Fiction Mystery Crime Thriller Suspense Thriller Mystery Thriller Mystery Murder Mystery Audiobook Adult Mystery Detective,416.0,4.07,5
5029,"Honeymoon (Honeymoon, #1)",James Patterson,0446613371,2029,Mystery Fiction Thriller Suspense Mystery Crime Thriller Mystery Thriller Mystery Murder Mystery Romance Audiobook Adult,406.0,3.83,4
11449,"The Black Ice (Harry Bosch, #2; Harry Bosch Universe, #2)",Michael Connelly,0446613444,278,Mystery Fiction Mystery Crime Thriller Thriller Mystery Thriller Mystery Detective Audiobook Suspense Emergency Services Police Mystery Murder Mystery,448.0,4.08,4
11445,"The Black Ice (Harry Bosch, #2; Harry Bosch Universe, #2)",Michael Connelly,0446613444,4753,Mystery Fiction Mystery Crime Thriller Thriller Mystery Thriller Mystery Detective Audiobook Suspense Emergency Services Police Mystery Murder Mystery,448.0,4.08,5
11448,"The Black Ice (Harry Bosch, #2; Harry Bosch Universe, #2)",Michael Connelly,0446613444,933,Mystery Fiction Mystery Crime Thriller Thriller Mystery Thriller Mystery Detective Audiobook Suspense Emergency Services Police Mystery Murder Mystery,448.0,4.08,3
11444,"The Black Ice (Harry Bosch, #2; Harry Bosch Universe, #2)",Michael Connelly,0446613444,853,Mystery Fiction Mystery Crime Thriller Thriller Mystery Thriller Mystery Detective Audiobook Suspense Emergency Services Police Mystery Murder Mystery,448.0,4.08,5
11446,"The Black Ice (Harry Bosch, #2; Harry Bosch Universe, #2)",Michael Connelly,0446613444,384,Mystery Fiction Mystery Crime Thriller Thriller Mystery Thriller Mystery Detective Audiobook Suspense Emergency Services Police Mystery Murder Mystery,448.0,4.08,4
11443,"The Black Ice (Harry Bosch, #2; Harry Bosch Universe, #2)",Michael Connelly,0446613444,4866,Mystery Fiction Mystery Crime Thriller Thriller Mystery Thriller Mystery Detective Audiobook Suspense Emergency Services Police Mystery Murder Mystery,448.0,4.08,3
11440,"The Black Ice (Harry Bosch, #2; Harry Bosch Universe, #2)",Michael Connelly,0446613444,503,Mystery Fiction Mystery Crime Thriller Thriller Mystery Thriller Mystery Detective Audiobook Suspense Emergency Services Police Mystery Murder Mystery,448.0,4.08,3
11447,"The Black Ice (Harry Bosch, #2; Harry Bosch Universe, #2)",Michael Connelly,0446613444,897,Mystery Fiction Mystery Crime Thriller Thriller Mystery Thriller Mystery Detective Audiobook Suspense Emergency Services Police Mystery Murder Mystery,448.0,4.08,4
11442,"The Black Ice (Harry Bosch, #2; Harry Bosch Universe, #2)",Michael Connelly,0446613444,5382,Mystery Fiction Mystery Crime Thriller Thriller Mystery Thriller Mystery Detective Audiobook Suspense Emergency Services Police Mystery Murder Mystery,448.0,4.08,4
11441,"The Black Ice (Harry Bosch, #2; Harry Bosch Universe, #2)",Michael Connelly,0446613444,1588,Mystery Fiction Mystery Crime Thriller Thriller Mystery Thriller Mystery Detective Audiobook Suspense Emergency Services Police Mystery Murder Mystery,448.0,4.08,4
11414,The Big Bad Wolf,James Patterson,0446614319,4561,Mystery Fiction Thriller Mystery Crime Suspense Thriller Mystery Thriller Mystery Detective Mystery Murder Mystery Adult Audiobook,280.1624063859903,3.99,5
11415,The Big Bad Wolf,James Patterson,0446614319,415,Mystery Fiction Thriller Mystery Crime Suspense Thriller Mystery Thriller Mystery Detective Mystery Murder Mystery Adult Audiobook,280.1624063859903,3.99,3
12109,"The Closers (Harry Bosch, #11; Harry Bosch Universe, #14)",Michael Connelly,0446616443,4753,Mystery Fiction Mystery Crime Thriller Thriller Mystery Thriller Mystery Detective Audiobook Suspense Mystery Murder Mystery Emergency Services Police,447.0,4.14,4
12107,"The Closers (Harry Bosch, #11; Harry Bosch Universe, #14)",Michael Connelly,0446616443,1588,Mystery Fiction Mystery Crime Thriller Thriller Mystery Thriller Mystery Detective Audiobook Suspense Mystery Murder Mystery Emergency Services Police,447.0,4.14,3
12110,"The Closers (Harry Bosch, #11; Harry Bosch Universe, #14)",Michael Connelly,0446616443,278,Mystery Fiction Mystery Crime Thriller Thriller Mystery Thriller Mystery Detective Audiobook Suspense Mystery Murder Mystery Emergency Services Police,447.0,4.14,4
